device_id,device_type,data_type,data_size_kb,sampling_rate_hz,encryption_algorithm,key_size_bits,key_rotation_days,data_age_years,expected_retention_years,confidentiality_level,regulatory_requirement,access_frequency,risk_label,compliance_score,device_uptime_days
smart_home_sensor_03304,smart_home_sensor,door_status,10.71,0.293,ECC-256,256,365,7.79,1.7,low,GDPR,daily,medium,0.8127956617765839,1095
smart_home_sensor_03305,smart_home_sensor,humidity,30.08,0.344,RSA-2048,2048,1825,7.66,4.5,low,GDPR,daily,medium,0.8721681980265703,1943
health_monitor_03306,health_monitor,blood_pressure,66.6,6.429,RSA-3072,3072,730,3.21,27.0,critical,"HIPAA, GDPR",weekly,critical,0.95019786830914,2683
smart_home_sensor_03307,smart_home_sensor,door_status,12.93,0.723,RSA-3072,3072,90,5.75,4.3,low,GDPR,hourly,medium,0.9007993338009622,1079
health_monitor_03308,health_monitor,spo2,79.74,7.036,ECC-256,256,180,5.59,15.1,critical,"HIPAA, GDPR",daily,critical,0.7331669710140425,803
health_monitor_03309,health_monitor,heart_rate,111.11,1.147,RSA-2048,2048,90,7.67,11.4,critical,"HIPAA, GDPR",hourly,critical,0.8700997705497603,1524
industrial_monitor_03310,industrial_monitor,flow_rate,123.21,87.872,ECC-384,384,1825,5.89,8.1,high,"ISO27001, NIST",rarely,high,0.9306726106424188,1956
environmental_sensor_03311,environmental_sensor,noise,32.51,0.039,ECC-256,256,180,5.6,4.5,low,None,hourly,medium,0.7933205476927147,924
location_tracker_03312,location_tracker,altitude,53.79,0.302,ECC-256,256,365,5.53,9.2,high,"GDPR, CCPA",hourly,critical,0.8884115323720416,122
smart_home_sensor_03313,smart_home_sensor,door_status,24.3,0.375,AES-256,256,730,1.27,4.0,low,GDPR,weekly,low,0.7001333903093707,2569
location_tracker_03314,location_tracker,gps_coordinates,41.42,0.121,RSA-2048,2048,1825,2.54,8.4,high,"GDPR, CCPA",weekly,critical,0.9819248754311833,433
smart_home_sensor_03315,smart_home_sensor,door_status,12.9,0.905,RSA-2048,2048,180,7.44,1.6,low,GDPR,hourly,medium,0.7803189343500491,488
location_tracker_03316,location_tracker,altitude,59.12,0.916,RSA-2048,2048,180,2.65,8.9,high,"GDPR, CCPA",rarely,critical,0.9717969131888666,163
environmental_sensor_03317,environmental_sensor,noise,54.35,0.097,AES-256,256,90,4.84,2.1,low,None,hourly,low,0.7649950338719598,753
environmental_sensor_03318,environmental_sensor,noise,57.49,0.031,RSA-2048,2048,90,6.58,6.1,low,None,monthly,medium,0.968866773284501,719
location_tracker_03319,location_tracker,altitude,37.84,0.866,RSA-2048,2048,730,0.63,5.8,high,"GDPR, CCPA",daily,high,0.8663870575829795,2616
health_monitor_03320,health_monitor,spo2,127.79,3.357,ECC-384,384,365,1.93,19.7,critical,"HIPAA, GDPR",hourly,critical,0.7547465155217257,3323
environmental_sensor_03321,environmental_sensor,particulate_matter,24.46,0.013,ECC-384,384,365,4.29,5.0,low,None,weekly,low,0.7957556383573098,109
industrial_monitor_03322,industrial_monitor,flow_rate,77.13,69.553,RSA-3072,3072,1825,3.24,10.7,high,"ISO27001, NIST",hourly,high,0.9489831371548508,3021
location_tracker_03323,location_tracker,altitude,63.37,0.477,RSA-2048,2048,90,2.56,6.0,high,"GDPR, CCPA",daily,high,0.9858260918768014,3093
health_monitor_03324,health_monitor,heart_rate,115.44,4.479,RSA-2048,2048,730,2.65,16.9,critical,"HIPAA, GDPR",rarely,critical,0.9629525999596957,3518
industrial_monitor_03325,industrial_monitor,temperature,70.11,33.263,ECC-384,384,730,6.25,10.0,high,"ISO27001, NIST",weekly,high,0.9614464848178415,2284
environmental_sensor_03326,environmental_sensor,noise,49.97,0.044,ECC-384,384,730,7.14,5.0,low,None,hourly,low,0.7012947902210994,1533
industrial_monitor_03327,industrial_monitor,temperature,144.66,59.266,ECC-384,384,180,1.09,13.4,high,"ISO27001, NIST",daily,high,0.8345163857772264,2418
health_monitor_03328,health_monitor,spo2,63.2,8.527,RSA-3072,3072,90,6.7,18.1,critical,"HIPAA, GDPR",monthly,critical,0.9511095273349062,1024
environmental_sensor_03329,environmental_sensor,air_quality,39.14,0.075,RSA-2048,2048,90,6.67,5.3,low,None,monthly,medium,0.7105642610628005,3205
location_tracker_03330,location_tracker,speed,51.25,0.864,ECC-384,384,180,3.78,3.9,high,"GDPR, CCPA",monthly,medium,0.9082259967446782,3255
location_tracker_03331,location_tracker,gps_coordinates,32.34,0.258,RSA-2048,2048,365,2.81,6.6,high,"GDPR, CCPA",weekly,critical,0.850330983171574,1169
location_tracker_03332,location_tracker,speed,35.98,0.895,RSA-2048,2048,365,3.02,5.9,high,"GDPR, CCPA",monthly,high,0.9371134799043517,2817
location_tracker_03333,location_tracker,gps_coordinates,61.54,0.44,RSA-3072,3072,1825,4.72,5.7,high,"GDPR, CCPA",hourly,high,0.7782372048419436,3576
environmental_sensor_03334,environmental_sensor,air_quality,16.8,0.071,ECC-384,384,1825,6.39,4.2,low,None,daily,low,0.9646571884662889,1646
smart_home_sensor_03335,smart_home_sensor,temperature,25.93,0.963,RSA-2048,2048,30,6.87,3.4,low,GDPR,weekly,medium,0.7890246329826947,477
industrial_monitor_03336,industrial_monitor,temperature,210.28,19.881,AES-256,256,90,7.62,12.0,high,"ISO27001, NIST",rarely,medium,0.98535820735642,3417
industrial_monitor_03337,industrial_monitor,vibration,134.68,54.214,RSA-3072,3072,90,0.22,11.6,high,"ISO27001, NIST",monthly,high,0.8921423158409724,1804
smart_home_sensor_03338,smart_home_sensor,motion,28.18,0.467,RSA-2048,2048,365,3.52,4.9,low,GDPR,daily,high,0.7590953585387124,691
environmental_sensor_03339,environmental_sensor,air_quality,46.14,0.024,ECC-256,256,365,4.99,3.5,low,None,rarely,medium,0.9327822906624953,1847
smart_home_sensor_03340,smart_home_sensor,motion,16.92,0.509,ECC-384,384,180,1.82,1.2,low,GDPR,rarely,low,0.860435727099862,1702
industrial_monitor_03341,industrial_monitor,pressure,213.61,84.215,ECC-256,256,1825,2.7,8.9,high,"ISO27001, NIST",monthly,critical,0.8223588850591681,62
location_tracker_03342,location_tracker,altitude,48.75,0.326,RSA-3072,3072,365,2.5,9.0,high,"GDPR, CCPA",hourly,critical,0.8416335593058742,2649
location_tracker_03343,location_tracker,gps_coordinates,43.49,0.489,RSA-2048,2048,730,6.48,7.9,high,"GDPR, CCPA",weekly,high,0.819801266922101,1752
health_monitor_03344,health_monitor,heart_rate,65.97,9.811,RSA-3072,3072,730,0.17,25.5,critical,"HIPAA, GDPR",weekly,critical,0.9122396401506055,3624
health_monitor_03345,health_monitor,temperature,123.36,8.146,RSA-2048,2048,365,7.11,22.5,critical,"HIPAA, GDPR",hourly,critical,0.7776568664375945,944
health_monitor_03346,health_monitor,heart_rate,121.37,9.334,RSA-3072,3072,30,0.34,23.9,critical,"HIPAA, GDPR",daily,critical,0.8536232135340813,3609
smart_home_sensor_03347,smart_home_sensor,temperature,28.48,0.181,RSA-4096,4096,1825,2.77,1.4,low,GDPR,hourly,low,0.926628587110503,1223
smart_home_sensor_03348,smart_home_sensor,motion,26.72,0.371,RSA-4096,4096,730,5.2,2.1,low,GDPR,rarely,medium,0.7430830729682867,799
industrial_monitor_03349,industrial_monitor,pressure,176.1,47.192,RSA-2048,2048,180,6.84,10.0,high,"ISO27001, NIST",weekly,high,0.7875505574633265,40
smart_home_sensor_03350,smart_home_sensor,motion,14.73,0.105,ECC-256,256,180,7.73,4.4,low,GDPR,weekly,medium,0.7640357897466561,2780
environmental_sensor_03351,environmental_sensor,noise,17.65,0.044,ECC-256,256,365,1.38,5.2,low,None,rarely,medium,0.8715729440056658,2465
location_tracker_03352,location_tracker,speed,35.8,0.602,RSA-2048,2048,730,7.36,7.1,high,"GDPR, CCPA",rarely,high,0.823617946198988,3148
health_monitor_03353,health_monitor,temperature,64.62,8.161,RSA-3072,3072,30,1.86,12.4,critical,"HIPAA, GDPR",weekly,critical,0.7971842079618601,294
location_tracker_03354,location_tracker,gps_coordinates,51.16,0.295,ECC-256,256,180,6.1,9.1,high,"GDPR, CCPA",daily,critical,0.8073372069476781,1797
environmental_sensor_03355,environmental_sensor,particulate_matter,20.99,0.033,RSA-2048,2048,365,3.22,4.5,low,None,daily,medium,0.840861326643138,2247
health_monitor_03356,health_monitor,spo2,57.42,6.571,RSA-3072,3072,1825,0.58,29.9,critical,"HIPAA, GDPR",monthly,critical,0.8255242325316574,3271
industrial_monitor_03357,industrial_monitor,flow_rate,196.53,42.181,RSA-3072,3072,180,0.42,6.5,high,"ISO27001, NIST",rarely,high,0.9118971968048847,1182
environmental_sensor_03358,environmental_sensor,air_quality,16.79,0.082,RSA-3072,3072,90,1.6,5.5,low,None,weekly,low,0.9078141092916938,2038
smart_home_sensor_03359,smart_home_sensor,motion,9.71,0.378,RSA-3072,3072,365,4.84,4.0,low,GDPR,rarely,medium,0.7079885383459361,2210
industrial_monitor_03360,industrial_monitor,pressure,199.64,95.293,ECC-384,384,90,3.9,11.4,high,"ISO27001, NIST",hourly,high,0.912889499091163,141
smart_home_sensor_03361,smart_home_sensor,temperature,18.17,0.441,RSA-2048,2048,365,4.99,3.4,low,GDPR,monthly,medium,0.7666026384148441,1151
smart_home_sensor_03362,smart_home_sensor,temperature,27.47,0.151,ECC-384,384,90,3.63,3.5,low,GDPR,daily,medium,0.8259467094145876,1638
health_monitor_03363,health_monitor,blood_pressure,42.2,1.692,ECC-384,384,90,2.27,16.5,critical,"HIPAA, GDPR",monthly,critical,0.766736990404276,2907
smart_home_sensor_03364,smart_home_sensor,humidity,16.58,0.395,RSA-2048,2048,90,5.65,4.1,low,GDPR,weekly,medium,0.7356911166924394,511
location_tracker_03365,location_tracker,speed,47.75,0.709,RSA-2048,2048,30,5.45,7.5,high,"GDPR, CCPA",hourly,high,0.8751779145709374,3213
health_monitor_03366,health_monitor,spo2,125.56,8.631,AES-256,256,1825,0.4,22.9,critical,"HIPAA, GDPR",daily,high,0.9851879315073344,3118
health_monitor_03367,health_monitor,temperature,121.62,7.88,RSA-2048,2048,180,1.11,28.6,critical,"HIPAA, GDPR",weekly,critical,0.8115896441137873,1664
environmental_sensor_03368,environmental_sensor,air_quality,18.08,0.053,RSA-2048,2048,30,5.42,6.8,low,None,daily,medium,0.9034805120417296,387
environmental_sensor_03369,environmental_sensor,co2,38.78,0.094,ECC-256,256,90,3.19,3.9,low,None,rarely,medium,0.8359159107872296,1216
smart_home_sensor_03370,smart_home_sensor,humidity,23.85,0.407,RSA-4096,4096,1825,6.65,3.8,low,GDPR,rarely,medium,0.7543844885798948,3203
location_tracker_03371,location_tracker,speed,20.54,0.162,RSA-2048,2048,180,3.9,3.4,high,"GDPR, CCPA",weekly,high,0.9762903110029637,1936
environmental_sensor_03372,environmental_sensor,particulate_matter,52.17,0.096,RSA-2048,2048,365,3.5,4.0,low,None,daily,medium,0.8348832911161375,1164
smart_home_sensor_03373,smart_home_sensor,temperature,26.42,0.157,ECC-256,256,30,2.0,4.2,low,GDPR,rarely,medium,0.7025227054554393,3063
health_monitor_03374,health_monitor,spo2,51.82,1.011,RSA-3072,3072,90,4.84,21.5,critical,"HIPAA, GDPR",rarely,critical,0.8369920340006963,655
industrial_monitor_03375,industrial_monitor,temperature,148.18,52.28,ECC-384,384,730,5.71,8.0,high,"ISO27001, NIST",weekly,medium,0.7017798789723452,2495
location_tracker_03376,location_tracker,speed,63.45,0.348,RSA-2048,2048,30,1.63,4.7,high,"GDPR, CCPA",monthly,high,0.9381762502581412,401
health_monitor_03377,health_monitor,temperature,70.6,4.096,RSA-2048,2048,365,2.54,23.5,critical,"HIPAA, GDPR",monthly,critical,0.8103568426399853,411
location_tracker_03378,location_tracker,speed,49.94,0.372,RSA-2048,2048,365,6.9,6.0,high,"GDPR, CCPA",rarely,high,0.8843826260826622,2320
environmental_sensor_03379,environmental_sensor,air_quality,41.85,0.072,AES-256,256,30,3.33,3.5,low,None,daily,low,0.9300147504859173,2453
location_tracker_03380,location_tracker,gps_coordinates,27.5,0.2,RSA-2048,2048,1825,4.84,9.0,high,"GDPR, CCPA",monthly,critical,0.7083116357321656,718
health_monitor_03381,health_monitor,temperature,90.8,8.238,ECC-384,384,30,1.53,13.9,critical,"HIPAA, GDPR",weekly,high,0.8554248119933552,995
location_tracker_03382,location_tracker,gps_coordinates,34.75,0.608,ECC-256,256,180,1.05,6.8,high,"GDPR, CCPA",rarely,high,0.8914233520591384,3459
environmental_sensor_03383,environmental_sensor,noise,32.21,0.043,RSA-3072,3072,365,6.61,5.5,low,None,rarely,medium,0.8413498343811024,2274
environmental_sensor_03384,environmental_sensor,noise,35.06,0.063,ECC-384,384,1825,5.15,2.7,low,None,monthly,low,0.7918880418808985,1065
smart_home_sensor_03385,smart_home_sensor,door_status,12.32,0.268,RSA-3072,3072,730,5.0,3.0,low,GDPR,weekly,low,0.8389652348712919,2859
environmental_sensor_03386,environmental_sensor,noise,52.32,0.03,RSA-4096,4096,180,6.21,3.2,low,None,weekly,low,0.8179569023477141,1319
industrial_monitor_03387,industrial_monitor,vibration,78.67,27.508,ECC-256,256,1825,6.75,9.2,high,"ISO27001, NIST",hourly,critical,0.8834705798405057,443
health_monitor_03388,health_monitor,spo2,64.55,2.92,RSA-4096,4096,180,5.18,28.8,critical,"HIPAA, GDPR",weekly,critical,0.8407335289054303,3560
industrial_monitor_03389,industrial_monitor,flow_rate,147.4,54.844,RSA-4096,4096,30,2.75,11.1,high,"ISO27001, NIST",rarely,high,0.7390601066043571,1385
smart_home_sensor_03390,smart_home_sensor,motion,21.88,0.679,RSA-2048,2048,365,0.37,2.6,low,GDPR,daily,medium,0.7251767661796615,3512
health_monitor_03391,health_monitor,spo2,108.91,4.833,RSA-2048,2048,365,1.94,15.4,critical,"HIPAA, GDPR",rarely,critical,0.7489636526438992,2014
industrial_monitor_03392,industrial_monitor,vibration,250.93,44.132,RSA-2048,2048,1825,3.33,6.0,high,"ISO27001, NIST",hourly,high,0.7196843815340181,730
environmental_sensor_03393,environmental_sensor,noise,51.85,0.03,RSA-2048,2048,730,4.84,5.5,low,None,rarely,medium,0.7760697003024605,978
location_tracker_03394,location_tracker,gps_coordinates,46.08,0.931,RSA-3072,3072,730,7.85,7.5,high,"GDPR, CCPA",hourly,high,0.7209881522441067,177
environmental_sensor_03395,environmental_sensor,air_quality,44.61,0.057,RSA-3072,3072,180,2.08,2.2,low,None,rarely,low,0.8810743315619758,56
health_monitor_03396,health_monitor,spo2,46.39,4.049,ECC-256,256,90,0.98,20.4,critical,"HIPAA, GDPR",daily,critical,0.8334035691134632,231
environmental_sensor_03397,environmental_sensor,noise,22.54,0.097,ECC-256,256,180,2.39,3.4,low,None,monthly,medium,0.7766361547928036,2424
location_tracker_03398,location_tracker,altitude,26.94,0.775,ECC-256,256,365,6.04,4.0,high,"GDPR, CCPA",monthly,high,0.7037648173893595,447
smart_home_sensor_03399,smart_home_sensor,door_status,10.46,0.721,RSA-2048,2048,90,6.11,2.9,low,GDPR,rarely,medium,0.7438721939135502,2439
smart_home_sensor_03400,smart_home_sensor,humidity,20.58,0.731,RSA-3072,3072,1825,3.91,4.6,low,GDPR,rarely,medium,0.9000146615221698,3508
location_tracker_03401,location_tracker,speed,25.6,0.543,ECC-256,256,90,5.38,4.1,high,"GDPR, CCPA",hourly,high,0.774822528085577,1069
health_monitor_03402,health_monitor,temperature,40.01,8.528,RSA-4096,4096,30,5.23,29.3,critical,"HIPAA, GDPR",monthly,critical,0.7998764694409488,1231
smart_home_sensor_03403,smart_home_sensor,door_status,17.57,0.652,ECC-384,384,180,5.63,2.2,low,GDPR,daily,low,0.7228990884887293,2613
health_monitor_03404,health_monitor,heart_rate,34.62,3.55,ECC-256,256,180,4.78,10.5,critical,"HIPAA, GDPR",hourly,critical,0.8644844693674317,1373
health_monitor_03405,health_monitor,spo2,84.32,7.375,ECC-384,384,90,0.36,29.0,critical,"HIPAA, GDPR",weekly,critical,0.9413102987105859,248
health_monitor_03406,health_monitor,blood_pressure,63.88,3.609,ECC-256,256,730,6.0,24.7,critical,"HIPAA, GDPR",rarely,critical,0.8059876961676066,834
smart_home_sensor_03407,smart_home_sensor,humidity,13.5,0.595,RSA-4096,4096,730,6.67,1.5,low,GDPR,daily,low,0.7344105200583283,105
industrial_monitor_03408,industrial_monitor,temperature,99.42,98.564,RSA-3072,3072,180,6.96,12.3,high,"ISO27001, NIST",hourly,critical,0.9861909951937665,639
environmental_sensor_03409,environmental_sensor,air_quality,57.54,0.064,RSA-2048,2048,30,6.99,4.3,low,None,weekly,medium,0.8533828668027199,1534
environmental_sensor_03410,environmental_sensor,noise,30.83,0.043,RSA-4096,4096,365,0.39,6.5,low,None,monthly,low,0.7268268946446309,1407
location_tracker_03411,location_tracker,altitude,33.88,0.586,ECC-256,256,90,5.92,4.1,high,"GDPR, CCPA",monthly,high,0.8492123588474044,2313
industrial_monitor_03412,industrial_monitor,pressure,175.64,39.129,ECC-256,256,90,6.58,14.0,high,"ISO27001, NIST",monthly,critical,0.7134753015169857,1278
environmental_sensor_03413,environmental_sensor,particulate_matter,51.37,0.028,ECC-256,256,90,1.84,4.5,low,None,weekly,medium,0.7165876914280186,1593
industrial_monitor_03414,industrial_monitor,temperature,136.63,25.604,RSA-2048,2048,730,0.93,10.9,high,"ISO27001, NIST",monthly,critical,0.7955475750171223,3048
location_tracker_03415,location_tracker,altitude,17.88,0.754,RSA-4096,4096,180,6.79,7.7,high,"GDPR, CCPA",daily,medium,0.9031770070518723,772
industrial_monitor_03416,industrial_monitor,pressure,174.67,78.424,ECC-384,384,1825,0.81,12.0,high,"ISO27001, NIST",rarely,high,0.9115169524014394,124
smart_home_sensor_03417,smart_home_sensor,humidity,29.02,0.28,ECC-256,256,1825,1.31,1.9,low,GDPR,daily,medium,0.970436327024514,2299
industrial_monitor_03418,industrial_monitor,pressure,97.98,38.718,ECC-256,256,1825,0.14,8.6,high,"ISO27001, NIST",hourly,critical,0.7323958775315457,2995
health_monitor_03419,health_monitor,heart_rate,80.18,8.039,ECC-256,256,90,0.96,15.3,critical,"HIPAA, GDPR",monthly,critical,0.8391955931739734,3237
industrial_monitor_03420,industrial_monitor,pressure,246.27,52.878,ECC-256,256,730,3.84,7.0,high,"ISO27001, NIST",weekly,high,0.8429084437457456,524
industrial_monitor_03421,industrial_monitor,vibration,145.65,89.18,RSA-3072,3072,365,7.03,10.5,high,"ISO27001, NIST",monthly,critical,0.8382498088124755,3287
health_monitor_03422,health_monitor,blood_pressure,77.6,4.771,ECC-384,384,30,0.44,18.6,critical,"HIPAA, GDPR",hourly,critical,0.9524464774021756,3360
environmental_sensor_03423,environmental_sensor,co2,25.38,0.1,RSA-2048,2048,90,0.38,5.4,low,None,monthly,medium,0.9434057994396805,2224
smart_home_sensor_03424,smart_home_sensor,motion,23.98,0.477,RSA-2048,2048,90,2.31,3.6,low,GDPR,daily,medium,0.8523239780076268,1795
location_tracker_03425,location_tracker,gps_coordinates,38.34,0.448,ECC-384,384,365,3.52,4.2,high,"GDPR, CCPA",daily,high,0.9335575608196377,736
environmental_sensor_03426,environmental_sensor,co2,20.9,0.025,RSA-2048,2048,1825,4.9,5.7,low,None,daily,medium,0.7177579471640393,1322
location_tracker_03427,location_tracker,altitude,33.56,0.101,ECC-384,384,90,3.41,5.2,high,"GDPR, CCPA",monthly,high,0.8596399662168892,1678
environmental_sensor_03428,environmental_sensor,particulate_matter,56.85,0.059,ECC-384,384,180,4.88,5.1,low,None,daily,low,0.7284709681448731,1726
smart_home_sensor_03429,smart_home_sensor,motion,23.8,0.479,ECC-384,384,30,5.04,2.6,low,GDPR,monthly,low,0.9600985638767214,684
health_monitor_03430,health_monitor,temperature,86.28,7.098,ECC-384,384,730,0.55,13.9,critical,"HIPAA, GDPR",weekly,critical,0.8509444324446835,2274
smart_home_sensor_03431,smart_home_sensor,motion,22.84,0.974,RSA-3072,3072,1825,5.26,4.9,low,GDPR,weekly,medium,0.705267613452792,296
industrial_monitor_03432,industrial_monitor,vibration,159.82,76.861,ECC-256,256,30,2.68,12.3,high,"ISO27001, NIST",rarely,critical,0.8648959108500593,1855
smart_home_sensor_03433,smart_home_sensor,temperature,21.0,0.487,RSA-2048,2048,365,6.8,3.6,low,GDPR,weekly,medium,0.9213307686262507,3451
environmental_sensor_03434,environmental_sensor,co2,62.6,0.073,RSA-2048,2048,30,4.44,5.1,low,None,weekly,medium,0.7404720440246468,2266
environmental_sensor_03435,environmental_sensor,co2,16.04,0.025,AES-256,256,30,7.66,3.4,low,None,hourly,low,0.7848542415634877,2656
health_monitor_03436,health_monitor,temperature,87.65,2.427,RSA-4096,4096,730,5.27,13.6,critical,"HIPAA, GDPR",weekly,high,0.8344864706444055,2381
industrial_monitor_03437,industrial_monitor,pressure,145.97,86.294,ECC-256,256,730,1.06,8.2,high,"ISO27001, NIST",monthly,critical,0.8243865333264061,2584
health_monitor_03438,health_monitor,temperature,99.49,3.78,ECC-256,256,365,5.18,16.3,critical,"HIPAA, GDPR",monthly,critical,0.8508598856505948,1822
environmental_sensor_03439,environmental_sensor,noise,63.7,0.02,RSA-2048,2048,1825,3.14,5.1,low,None,weekly,medium,0.7049471735186814,2938
